# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Dec  2 03:24:48 2025
#
# User preference: *
#
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_ageerr1:     Stellar Age Upper Unc. [Gyr]
# COLUMN st_ageerr2:     Stellar Age Lower Unc. [Gyr]
# COLUMN st_agelim:      Stellar Age Limit Flag
#
loc_rowid,hostname,sy_snum,sy_pnum,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_age,st_ageerr1,st_ageerr2,st_agelim
4550,Kepler-771,1,1,5906.00,145.88,-193.81,0,1.050000,0.179000,-0.113000,0,1.030000,0.081000,-0.073000,0,0.0100,0.1350,-0.1690,0,3.7200,2.4600,-1.9900,0
4551,Kepler-772,1,1,5714.00,67.61,-85.03,0,1.110000,0.221000,-0.147000,0,0.980000,0.041000,-0.042000,0,0.0300,0.0810,-0.0960,0,8.1300,2.0000,-3.3700,0
4552,Kepler-773,1,1,5850.00,76.73,-65.30,0,1.010000,0.053000,-0.044000,0,1.040000,0.035000,-0.034000,0,0.0500,0.0880,-0.0860,0,2.8200,1.8300,-1.2000,0
4553,Kepler-774,1,1,6403.00,86.23,-76.70,0,2.420000,0.339000,-0.408000,0,1.570000,0.113000,-0.136000,0,0.0400,0.0760,-0.0430,0,2.1400,0.4700,-0.3800,0
4554,Kepler-775,1,1,5468.00,67.97,-70.49,0,0.840000,0.020000,-0.024000,0,0.920000,0.029000,-0.031000,0,-0.0400,0.1030,-0.1000,0,1.8600,1.0000,-0.5680,0
4555,Kepler-776,1,1,5071.00,57.15,-86.62,0,0.780000,0.039000,-0.035000,0,0.830000,0.036000,-0.041000,0,0.0500,0.1570,-0.1640,0,4.3700,6.0300,-2.6200,0
4556,Kepler-777,1,1,4043.00,36.21,-34.40,0,0.560000,0.020000,-0.021000,0,0.580000,0.024000,-0.029000,0,-0.1700,0.0910,-0.1110,0,3.1600,4.6400,-1.5600,0
4557,Kepler-778,1,1,5102.00,71.96,-62.12,0,0.770000,0.040000,-0.051000,0,0.810000,0.042000,-0.049000,0,-0.0900,0.1470,-0.1860,0,5.2500,5.7900,-3.2400,0
4558,Kepler-779,2,1,3804.00,35.65,-34.03,0,0.440000,0.027000,-0.028000,0,0.460000,0.026000,-0.026000,0,-0.4300,0.0820,-0.0860,0,3.8900,5.8100,-2.3300,0
4559,Kepler-78,2,1,5058.00,50.00,-50.00,0,0.747500,0.007700,-0.007800,0,0.779000,0.032000,-0.046000,0,-0.1800,0.0800,-0.0800,0,0.6250,0.1500,-0.1500,0
4560,Kepler-780,1,1,5769.00,62.55,-57.06,0,1.020000,0.099000,-0.062000,0,1.010000,0.032000,-0.033000,0,0.0500,0.0890,-0.0920,0,4.9000,2.5700,-2.6800,0
4561,Kepler-781,1,1,5162.00,64.88,-64.49,0,0.780000,0.045000,-0.056000,0,0.810000,0.043000,-0.051000,0,-0.1000,0.1510,-0.1990,0,4.9000,6.1000,-3.0100,0
4562,Kepler-782,1,1,5867.00,70.10,-61.94,0,1.010000,0.128000,-0.087000,0,0.980000,0.051000,-0.052000,0,-0.1400,0.1270,-0.1250,0,5.2500,2.6000,-3.0200,0
4563,Kepler-783,1,2,5521.00,66.78,-52.89,0,0.890000,0.044000,-0.033000,0,0.930000,0.031000,-0.036000,0,0.0100,0.1020,-0.1030,0,3.8900,3.4000,-2.1400,0
4564,Kepler-783,1,2,5411.49,35.87,-35.87,0,0.872088,,,0,0.940000,,,0,-0.0300,0.0340,-0.0340,0,9.7000,2.2000,-2.2000,0
4565,Kepler-784,1,2,5674.00,74.62,-83.91,0,1.320000,0.282000,-0.257000,0,1.000000,0.067000,-0.049000,0,0.0700,0.0880,-0.0620,0,9.1200,1.9000,-2.0900,0
4566,Kepler-784,1,2,5676.00,115.00,-104.00,0,1.487000,0.229000,-0.344000,0,1.016000,0.093000,-0.084000,0,0.1000,0.1500,-0.1500,0,2.8800,0.1400,-0.1300,0
4567,Kepler-785,1,1,4739.00,115.49,-69.98,0,0.710000,0.024000,-0.029000,0,0.770000,0.031000,-0.038000,0,-0.0200,0.1310,-0.1330,0,2.8200,4.7000,-1.2900,0
4568,Kepler-786,1,1,4838.00,59.77,-45.60,0,0.740000,0.014000,-0.013000,0,0.810000,0.021000,-0.025000,0,0.0900,0.1060,-0.1030,0,2.5100,2.1400,-0.9600,0
4569,Kepler-787,1,1,4248.00,40.90,-33.57,0,0.620000,0.020000,-0.019000,0,0.650000,0.028000,-0.023000,0,-0.0900,0.1050,-0.0810,0,3.3900,4.0900,-1.7800,0
4570,Kepler-788,1,1,6159.00,129.54,-186.01,0,1.230000,0.394000,-0.173000,0,1.160000,0.130000,-0.101000,0,0.0500,0.1260,-0.1550,0,3.0200,1.2100,-1.3000,0
4571,Kepler-789,1,1,5870.00,204.63,-120.74,0,1.020000,0.199000,-0.108000,0,1.010000,0.090000,-0.068000,0,-0.0600,0.1380,-0.1990,0,3.7200,3.3000,-2.0000,0
4572,Kepler-79,1,4,6174.00,83.00,-117.00,0,1.302000,0.026000,-0.027000,0,1.165000,0.044000,-0.045000,0,-0.0731,0.0620,-0.0085,0,3.4400,0.6000,-0.9100,0
4573,Kepler-79,1,4,6174.00,83.00,-117.00,0,1.302000,0.026000,-0.027000,0,1.165000,0.044000,-0.045000,0,-0.0731,0.0620,-0.0085,0,3.4400,0.6000,-0.9100,0
4574,Kepler-79,1,4,6174.00,83.00,-117.00,0,1.302000,0.026000,-0.027000,0,1.165000,0.044000,-0.045000,0,-0.0731,0.0620,-0.0085,0,3.4400,0.6000,-0.9100,0
4575,Kepler-79,1,4,6174.00,83.00,-117.00,0,1.302000,0.026000,-0.027000,0,1.165000,0.044000,-0.045000,0,-0.0731,0.0620,-0.0085,0,3.4400,0.6000,-0.9100,0
4576,Kepler-790,1,1,5208.00,139.26,-114.14,0,0.800000,0.051000,-0.046000,0,0.840000,0.043000,-0.048000,0,-0.0500,0.1410,-0.1650,0,4.9000,5.9200,-3.0700,0
4577,Kepler-791,1,1,6383.00,218.04,-160.88,0,1.470000,0.612000,-0.251000,0,1.300000,0.208000,-0.122000,0,0.0600,0.1350,-0.1420,0,2.2400,0.8500,-0.6680,0
4578,Kepler-792,1,1,5971.00,136.24,-175.96,0,1.120000,0.277000,-0.127000,0,1.090000,0.093000,-0.074000,0,0.0800,0.1440,-0.1460,0,3.3900,2.0400,-1.7100,0
4579,Kepler-793,1,1,5745.00,145.41,-198.84,0,0.970000,0.198000,-0.099000,0,0.980000,0.075000,-0.069000,0,0.0000,0.1340,-0.1860,0,4.2700,3.6000,-2.5000,0
4580,Kepler-794,1,1,5839.00,74.39,-64.99,0,1.380000,0.339000,-0.219000,0,1.190000,0.107000,-0.065000,0,0.3400,0.0550,-0.0530,0,4.0700,0.7000,-1.0600,0
4581,Kepler-795,2,1,5631.00,83.20,-75.42,0,0.960000,0.098000,-0.068000,0,0.940000,0.039000,-0.038000,0,-0.0200,0.0970,-0.1070,0,6.4600,3.1400,-3.8700,0
4582,Kepler-796,1,1,5475.00,79.05,-84.69,0,1.090000,0.302000,-0.181000,0,0.930000,0.040000,-0.036000,0,0.0900,0.0890,-0.0750,0,11.7500,2.2000,-5.6000,0
4583,Kepler-797,1,1,5680.00,292.15,-205.19,0,0.950000,0.184000,-0.094000,0,0.960000,0.101000,-0.069000,0,-0.0200,0.1400,-0.1720,0,3.8900,4.2600,-2.1800,0
4584,Kepler-798,1,1,6224.00,124.30,-142.87,0,1.290000,0.561000,-0.181000,0,1.190000,0.184000,-0.093000,0,0.0300,0.1280,-0.1550,0,2.8200,1.0400,-1.0000,0
4585,Kepler-799,1,2,5681.00,116.48,-90.98,0,0.930000,0.115000,-0.074000,0,0.950000,0.052000,-0.059000,0,-0.0700,0.1580,-0.1900,0,3.9800,4.2400,-2.3300,0
4586,Kepler-799,1,2,5588.00,83.00,-75.00,0,1.593000,0.245000,-0.368000,0,1.031000,0.094000,-0.094000,0,0.1400,0.1500,-0.1500,0,0.5000,2.6000,-2.6000,0
4587,Kepler-8,1,1,6213.00,150.00,-150.00,0,1.486000,0.053000,-0.062000,0,1.213000,0.067000,-0.062000,0,-0.0550,0.0300,-0.0300,0,3.4700,0.6000,-0.5000,0
4588,Kepler-80,1,6,4540.00,100.00,-100.00,0,0.678000,0.023000,-0.023000,0,0.730000,0.030000,-0.030000,0,0.0400,0.0800,-0.0800,0,2.0000,1.0000,-1.0000,0
4589,Kepler-80,1,6,4540.00,100.00,-100.00,0,0.678000,0.023000,-0.023000,0,0.730000,0.030000,-0.030000,0,0.0400,0.0800,-0.0800,0,2.0000,1.0000,-1.0000,0
4590,Kepler-80,1,6,4540.00,100.00,-100.00,0,0.678000,0.023000,-0.023000,0,0.730000,0.030000,-0.030000,0,0.0400,0.0800,-0.0800,0,2.0000,1.0000,-1.0000,0
4591,Kepler-80,1,6,4540.00,100.00,-100.00,0,0.678000,0.023000,-0.023000,0,0.730000,0.030000,-0.030000,0,0.0400,0.0800,-0.0800,0,2.0000,1.0000,-1.0000,0
4592,Kepler-80,1,6,4540.00,100.00,-100.00,0,0.678000,0.023000,-0.023000,0,0.730000,0.030000,-0.030000,0,0.0400,0.0800,-0.0800,0,2.0000,1.0000,-1.0000,0
4593,Kepler-80,1,6,4540.00,100.00,-100.00,0,0.678000,0.023000,-0.023000,0,0.830000,0.030000,-0.030000,0,0.0400,0.0800,-0.0800,0,2.0000,1.0000,-1.0000,0
4594,Kepler-800,1,1,5315.00,60.48,-67.05,0,0.820000,0.061000,-0.058000,0,0.850000,0.045000,-0.054000,0,-0.0900,0.1580,-0.1800,0,4.6800,6.4700,-2.9800,0
4595,Kepler-801,1,1,4435.00,45.95,-38.89,0,0.630000,0.025000,-0.023000,0,0.670000,0.027000,-0.026000,0,-0.1700,0.0930,-0.0940,0,3.5500,5.1200,-1.9700,0
4596,Kepler-802,1,1,5507.00,61.60,-67.23,0,0.900000,0.120000,-0.054000,0,0.930000,0.040000,-0.046000,0,0.0600,0.1570,-0.1760,0,4.6800,5.7500,-2.9900,0
4597,Kepler-803,1,1,5919.00,99.49,-100.93,0,1.120000,0.162000,-0.111000,0,1.050000,0.049000,-0.048000,0,0.0200,0.0850,-0.0920,0,4.9000,1.8800,-2.4800,0
4598,Kepler-804,1,2,5817.00,93.12,-78.60,0,1.050000,0.126000,-0.088000,0,1.010000,0.044000,-0.041000,0,0.0000,0.0900,-0.1040,0,5.2500,2.3700,-2.8000,0
4599,Kepler-804,1,2,5817.00,93.12,-78.60,0,1.050000,0.126000,-0.088000,0,1.010000,0.044000,-0.041000,0,0.0000,0.0900,-0.1040,0,5.2500,2.3700,-2.8000,0
4600,Kepler-805,1,1,6112.00,55.03,-66.37,0,1.650000,0.055000,-0.050000,0,1.190000,0.074000,-0.039000,0,-0.0600,0.0820,-0.0670,0,4.2700,0.6000,-0.6900,0
4601,Kepler-806,1,1,5770.00,59.80,-67.82,0,1.160000,0.338000,-0.180000,0,0.990000,0.066000,-0.055000,0,0.0000,0.0700,-0.1490,0,7.7600,1.5000,-2.6200,0
4602,Kepler-808,1,1,4653.00,51.38,-57.30,0,0.710000,0.019000,-0.036000,0,0.760000,0.027000,-0.050000,0,0.0500,0.1540,-0.2070,0,1.9500,4.1200,-0.6300,0
4603,Kepler-809,1,1,5734.00,78.27,-78.23,0,0.980000,0.184000,-0.078000,0,0.990000,0.043000,-0.047000,0,0.0400,0.1350,-0.1520,0,4.3700,3.5400,-2.6000,0
4604,Kepler-81,1,3,4385.00,49.10,-36.59,0,0.590000,0.030000,-0.030000,0,0.640000,0.380000,-0.230000,0,-0.1800,0.1000,-0.1000,0,3.6300,5.4300,-2.0200,0
4605,Kepler-81,1,3,4385.00,49.10,-36.59,0,0.590000,0.030000,-0.030000,0,0.640000,0.380000,-0.230000,0,-0.1800,0.1000,-0.1000,0,3.6300,5.4300,-2.0200,0
4606,Kepler-81,1,3,4500.00,116.00,-116.00,0,0.595000,0.029000,-0.029000,0,0.648000,0.028000,-0.028000,0,-0.1800,0.1000,-0.1000,0,3.6300,5.4300,-2.0200,0
4607,Kepler-810,1,1,5803.00,75.93,-112.28,0,1.040000,0.211000,-0.094000,0,1.030000,0.058000,-0.057000,0,0.1000,0.1520,-0.1500,0,4.1700,2.8000,-2.4000,0
4608,Kepler-811,1,1,5747.00,64.53,-57.04,0,1.240000,0.260000,-0.215000,0,1.010000,0.050000,-0.037000,0,0.0500,0.0800,-0.0590,0,7.9400,1.5000,-2.4700,0
4609,Kepler-812,1,1,6761.00,124.82,-102.89,0,1.710000,0.644000,-0.261000,0,1.450000,0.212000,-0.136000,0,0.0200,0.1280,-0.1690,0,1.6600,0.4000,-0.3200,0
4610,Kepler-813,1,1,5743.00,69.68,-59.41,0,0.930000,0.117000,-0.076000,0,0.950000,0.049000,-0.070000,0,-0.1300,0.1640,-0.1930,0,3.9800,4.0700,-2.3100,0
4611,Kepler-814,1,1,6162.00,90.50,-87.42,0,1.220000,0.361000,-0.145000,0,1.150000,0.121000,-0.075000,0,0.0100,0.1290,-0.1590,0,3.0200,1.1700,-1.3000,0
4612,Kepler-815,1,1,5028.00,52.57,-43.63,0,3.420000,0.090000,-0.263000,0,1.250000,0.048000,-0.189000,0,-0.0300,0.0390,-0.0260,0,4.9000,3.8700,-0.5600,0
4613,Kepler-816,1,1,5286.00,54.61,-88.41,0,0.850000,0.056000,-0.045000,0,0.900000,0.040000,-0.044000,0,0.1600,0.1600,-0.1850,0,4.1700,5.5100,-2.5400,0
4614,Kepler-817,1,1,5861.00,259.88,-241.24,0,1.030000,0.235000,-0.121000,0,1.030000,0.117000,-0.082000,0,0.0200,0.1390,-0.1610,0,3.5500,2.9000,-1.8700,0
4615,Kepler-818,1,1,5638.00,214.12,-110.99,0,0.920000,0.142000,-0.077000,0,0.940000,0.070000,-0.061000,0,-0.0800,0.1490,-0.1810,0,3.9800,4.5100,-2.3500,0
4616,Kepler-819,1,1,5279.00,165.30,-111.92,0,0.810000,0.064000,-0.048000,0,0.860000,0.046000,-0.049000,0,-0.0600,0.1490,-0.1610,0,4.4700,5.7400,-2.7300,0
4617,Kepler-82,1,5,5401.00,60.00,-60.00,0,0.898000,0.042000,-0.018000,0,0.910000,0.030000,-0.030000,0,0.2107,0.0137,-0.0137,0,1.4100,2.0500,-0.9600,0
4618,Kepler-82,1,5,5401.00,60.00,-60.00,0,0.898000,0.042000,-0.018000,0,0.910000,0.030000,-0.030000,0,0.2107,0.0137,-0.0137,0,1.4100,2.0500,-0.9600,0
4619,Kepler-82,1,5,5428.00,100.00,-100.00,0,0.945000,0.140000,-0.140000,0,0.946000,0.017000,-0.024000,0,0.2107,0.0137,-0.0137,0,1.4100,2.0500,-0.9600,0
4620,Kepler-82,1,5,5428.00,100.00,-100.00,0,0.945000,0.140000,-0.140000,0,0.946000,0.017000,-0.024000,0,0.2107,0.0137,-0.0137,0,1.4100,2.0500,-0.9600,0
4621,Kepler-82,1,5,5401.00,60.00,-60.00,0,0.898000,0.042000,-0.018000,0,0.910000,0.030000,-0.030000,0,0.2107,0.0137,-0.0137,0,1.4100,2.0500,-0.9600,0
4622,Kepler-820,1,1,6260.00,106.61,-147.98,0,1.360000,0.595000,-0.196000,0,1.230000,0.187000,-0.095000,0,0.0900,0.1320,-0.1400,0,2.6300,0.8450,-0.9300,0
4623,Kepler-821,1,1,5191.00,130.91,-100.75,0,0.800000,0.050000,-0.041000,0,0.840000,0.042000,-0.050000,0,-0.0300,0.1550,-0.1600,0,4.7900,6.1300,-2.9400,0
4624,Kepler-822,1,1,5928.00,139.36,-183.56,0,1.080000,0.251000,-0.126000,0,1.060000,0.086000,-0.080000,0,0.0400,0.1370,-0.1470,0,3.5500,2.2700,-1.8300,0
4625,Kepler-823,1,1,5643.00,122.30,-122.13,0,0.960000,0.184000,-0.078000,0,0.980000,0.054000,-0.051000,0,0.0600,0.1430,-0.1440,0,4.4700,4.0000,-2.7600,0
4626,Kepler-824,1,1,6035.00,85.61,-120.47,0,1.220000,0.462000,-0.150000,0,1.150000,0.137000,-0.077000,0,0.1400,0.1520,-0.1410,0,3.3100,1.3100,-1.5100,0
4627,Kepler-825,1,2,5976.00,247.56,-202.44,0,1.080000,0.276000,-0.152000,0,1.030000,0.122000,-0.083000,0,-0.0800,0.1530,-0.1940,0,3.5500,2.8100,-1.7500,0
4628,Kepler-825,1,2,5976.00,247.56,-202.44,0,1.080000,0.276000,-0.152000,0,1.030000,0.122000,-0.083000,0,-0.0800,0.1530,-0.1940,0,3.5500,2.8100,-1.7500,0
4629,Kepler-826,1,1,6079.00,90.49,-96.47,0,1.150000,0.182000,-0.129000,0,1.050000,0.069000,-0.063000,0,-0.1200,0.1210,-0.1290,0,4.3700,1.5500,-1.9500,0
4630,Kepler-827,1,1,5602.00,179.40,-142.49,0,0.910000,0.113000,-0.073000,0,0.930000,0.066000,-0.061000,0,-0.0600,0.1510,-0.1810,0,4.3700,4.8000,-2.6200,0
4631,Kepler-828,1,1,5039.00,50.73,-59.50,0,0.770000,0.039000,-0.040000,0,0.810000,0.037000,-0.045000,0,-0.0200,0.1640,-0.1750,0,4.5700,6.3700,-2.7400,0
4632,Kepler-829,1,1,5698.00,92.85,-120.29,0,0.970000,0.198000,-0.080000,0,0.980000,0.048000,-0.055000,0,0.0300,0.1320,-0.1650,0,4.6800,4.1300,-2.8800,0
4633,Kepler-83,2,3,4082.00,39.20,-37.69,0,0.610000,0.030000,-0.030000,0,0.660000,0.410000,-0.250000,0,-0.2000,0.1000,-0.1000,0,3.0900,4.5800,-1.5000,0
4634,Kepler-83,2,3,4082.00,39.20,-37.69,0,0.610000,0.030000,-0.030000,0,0.660000,0.410000,-0.250000,0,-0.2000,0.1000,-0.1000,0,3.0900,4.5800,-1.5000,0
4635,Kepler-83,2,3,4648.00,116.00,-116.00,0,0.594000,0.033000,-0.033000,0,0.580000,0.029000,-0.031000,0,-0.2000,0.1000,-0.1000,0,3.0900,4.5800,-1.5000,0
4636,Kepler-830,1,1,6037.00,155.85,-209.50,0,1.110000,0.312000,-0.144000,0,1.070000,0.121000,-0.088000,0,-0.0200,0.1390,-0.1780,0,3.4700,1.8900,-1.6000,0
4637,Kepler-831,1,1,5732.00,74.53,-59.69,0,0.970000,0.068000,-0.049000,0,0.990000,0.036000,-0.035000,0,0.0200,0.0940,-0.0980,0,4.1700,2.7000,-2.2000,0
4638,Kepler-832,1,1,5596.00,181.65,-133.14,0,0.900000,0.136000,-0.074000,0,0.920000,0.063000,-0.062000,0,-0.0800,0.1630,-0.1850,0,4.3700,5.1200,-2.7000,0
4639,Kepler-833,1,1,4339.00,39.28,-37.41,0,0.620000,0.024000,-0.024000,0,0.640000,0.028000,-0.026000,0,-0.1800,0.0970,-0.1040,0,3.7200,5.2600,-2.1000,0
4640,Kepler-834,1,1,4554.00,50.38,-45.20,0,0.660000,0.026000,-0.025000,0,0.700000,0.034000,-0.033000,0,-0.1300,0.1180,-0.0990,0,2.6900,4.7600,-1.3100,0
4641,Kepler-835,1,1,5954.00,71.86,-70.98,0,1.110000,0.214000,-0.103000,0,1.080000,0.065000,-0.050000,0,0.0800,0.1420,-0.1430,0,3.6300,1.7900,-1.9800,0
4642,Kepler-836,1,1,5895.00,74.32,-83.11,0,1.040000,0.236000,-0.097000,0,1.030000,0.060000,-0.065000,0,-0.0100,0.1360,-0.1830,0,4.2700,2.3000,-2.4000,0
4643,Kepler-837,1,1,5403.00,58.96,-58.52,0,0.810000,0.069000,-0.065000,0,0.850000,0.049000,-0.060000,0,-0.1800,0.1620,-0.2040,0,3.9800,6.0700,-2.4200,0
4644,Kepler-838,1,1,5770.00,68.34,-66.67,0,0.960000,0.127000,-0.077000,0,0.980000,0.049000,-0.064000,0,-0.0600,0.1520,-0.1910,0,4.1700,3.4000,-2.4400,0
4645,Kepler-839,1,1,6058.00,87.66,-77.96,0,1.310000,0.207000,-0.125000,0,1.220000,0.062000,-0.049000,0,0.2900,0.0680,-0.0690,0,2.8200,0.9140,-1.1800,0
4646,Kepler-84,1,5,6039.00,97.72,-95.80,0,1.430000,0.050000,-0.050000,0,1.000000,0.420000,-0.290000,0,-0.0700,0.1070,-0.1140,0,3.9800,1.8300,-1.9100,0
4647,Kepler-84,1,5,6039.00,97.72,-95.80,0,1.430000,0.050000,-0.050000,0,1.000000,0.420000,-0.290000,0,-0.0700,0.1070,-0.1140,0,3.9800,1.8300,-1.9100,0
4648,Kepler-84,1,5,6031.00,143.00,-143.00,0,1.169000,0.219000,-0.219000,0,1.060000,0.057000,-0.060000,0,-0.0700,0.1070,-0.1140,0,3.9800,1.8300,-1.9100,0
4649,Kepler-84,1,5,6031.00,143.00,-143.00,0,1.169000,0.219000,-0.219000,0,1.060000,0.057000,-0.060000,0,-0.0700,0.1070,-0.1140,0,3.9800,1.8300,-1.9100,0
4650,Kepler-84,1,5,6031.00,143.00,-143.00,0,1.169000,0.219000,-0.219000,0,1.060000,0.057000,-0.060000,0,-0.0700,0.1070,-0.1140,0,3.9800,1.8300,-1.9100,0
4651,Kepler-841,1,1,5324.00,58.08,-58.03,0,0.810000,0.058000,-0.055000,0,0.850000,0.042000,-0.054000,0,-0.0900,0.1700,-0.1860,0,4.4700,5.9100,-2.7900,0
4652,Kepler-842,1,1,4848.00,60.94,-65.37,0,0.730000,0.027000,-0.036000,0,0.780000,0.035000,-0.041000,0,-0.0200,0.1550,-0.1650,0,4.3700,6.3700,-2.5400,0
4653,Kepler-843,1,1,5830.00,106.99,-143.16,0,1.030000,0.240000,-0.097000,0,1.020000,0.063000,-0.062000,0,0.0500,0.1310,-0.1620,0,4.1700,2.9400,-2.4100,0
4654,Kepler-844,1,1,4128.00,46.09,-46.95,0,0.570000,0.025000,-0.028000,0,0.590000,0.033000,-0.037000,0,-0.2400,0.1200,-0.1420,0,3.8000,4.8900,-2.1000,0
4655,Kepler-845,1,1,4913.00,57.49,-57.47,0,0.750000,0.029000,-0.032000,0,0.790000,0.033000,-0.039000,0,0.0100,0.1460,-0.1590,0,4.7900,5.8600,-2.9200,0
4656,Kepler-846,1,1,5579.00,69.45,-74.32,0,0.910000,0.111000,-0.060000,0,0.940000,0.038000,-0.049000,0,0.0000,0.1360,-0.1590,0,4.3700,5.1600,-2.6700,0
4657,Kepler-847,1,1,4940.00,51.58,-54.72,0,0.770000,0.032000,-0.025000,0,0.830000,0.031000,-0.037000,0,0.1500,0.1480,-0.1600,0,3.8900,6.2700,-2.2500,0
4658,Kepler-848,1,1,5695.00,70.35,-79.05,0,1.200000,0.183000,-0.174000,0,1.010000,0.042000,-0.040000,0,0.1500,0.0790,-0.0840,0,8.3200,1.7000,-2.8600,0
4659,Kepler-849,1,1,5950.00,140.00,-130.00,0,1.822000,0.066000,-0.073000,0,1.259000,0.120000,-0.098000,0,0.1450,0.0590,-0.0580,0,4.7000,1.8000,-1.6000,0
4660,Kepler-85,1,4,5505.20,89.40,-89.40,0,0.875000,0.021000,-0.021000,0,0.928000,0.044000,-0.044000,0,0.1200,0.0400,-0.0400,0,1.3800,1.6400,-0.9700,0
4661,Kepler-85,1,4,5505.20,89.40,-89.40,0,0.875000,0.021000,-0.021000,0,0.928000,0.044000,-0.044000,0,0.1200,0.0400,-0.0400,0,1.3800,1.6400,-0.9700,0
4662,Kepler-85,1,4,5436.00,100.00,-100.00,0,0.893000,0.130000,-0.130000,0,0.947000,0.016000,-0.017000,0,0.1200,0.0400,-0.0400,0,1.3800,1.6400,-0.9700,0
4663,Kepler-85,1,4,5436.00,100.00,-100.00,0,0.893000,0.130000,-0.130000,0,0.947000,0.016000,-0.017000,0,0.1200,0.0400,-0.0400,0,1.3800,1.6400,-0.9700,0
4664,Kepler-850,1,1,5932.00,89.30,-95.55,0,1.090000,0.288000,-0.119000,0,1.060000,0.067000,-0.062000,0,0.0300,0.1400,-0.1640,0,3.8900,2.1600,-2.1400,0
4665,Kepler-851,1,1,5455.00,87.48,-80.92,0,0.850000,0.080000,-0.058000,0,0.890000,0.044000,-0.052000,0,-0.0700,0.1560,-0.1730,0,4.4700,5.8600,-2.7300,0
4666,Kepler-852,1,1,6100.00,85.43,-84.46,0,1.160000,0.054000,-0.050000,0,1.190000,0.039000,-0.040000,0,0.2200,0.0740,-0.0680,0,1.4800,0.6740,-0.3550,0
4667,Kepler-853,1,1,6350.00,60.54,-55.18,0,1.550000,0.437000,-0.245000,0,1.300000,0.139000,-0.078000,0,0.0700,0.0930,-0.0790,0,2.6900,0.3600,-0.6780,0
4668,Kepler-855,1,1,5835.00,99.82,-156.07,0,1.030000,0.210000,-0.100000,0,1.030000,0.065000,-0.066000,0,0.0600,0.1460,-0.1580,0,4.1700,2.8300,-2.3600,0
4669,Kepler-856,1,1,5535.00,69.55,-84.49,0,0.930000,0.125000,-0.058000,0,0.960000,0.045000,-0.039000,0,0.1200,0.1500,-0.1420,0,4.2700,5.3000,-2.6700,0
4670,Kepler-857,1,1,5773.00,125.46,-173.80,0,0.990000,0.247000,-0.099000,0,0.990000,0.075000,-0.066000,0,0.0200,0.1250,-0.1750,0,4.2700,3.1800,-2.5000,0
4671,Kepler-858,1,1,5653.00,74.35,-61.07,0,0.910000,0.042000,-0.037000,0,0.960000,0.035000,-0.039000,0,-0.0400,0.1060,-0.1060,0,3.3900,2.4200,-1.6800,0
4672,Kepler-859,1,1,5020.00,48.72,-50.72,0,0.770000,0.034000,-0.036000,0,0.810000,0.035000,-0.045000,0,-0.0200,0.1480,-0.1710,0,4.5700,6.0700,-2.7600,0
4673,Kepler-860,1,1,5836.00,75.40,-111.94,0,1.060000,0.264000,-0.106000,0,1.040000,0.065000,-0.056000,0,0.0900,0.1550,-0.1420,0,4.2700,2.6400,-2.4500,0
4674,Kepler-861,1,1,5047.00,65.25,-72.90,0,0.780000,0.037000,-0.036000,0,0.820000,0.037000,-0.043000,0,0.0100,0.1530,-0.1650,0,4.4700,6.0300,-2.6700,0
4675,Kepler-862,1,1,5333.00,86.45,-134.35,0,0.840000,0.071000,-0.051000,0,0.880000,0.043000,-0.046000,0,0.0400,0.1460,-0.1670,0,4.7900,6.1300,-2.9900,0
4676,Kepler-863,1,1,5678.00,317.91,-195.62,0,0.950000,0.222000,-0.100000,0,0.960000,0.107000,-0.068000,0,-0.0300,0.1430,-0.1870,0,3.8000,4.6500,-2.1300,0
